MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
CHEVROLET,EQUINOX,2019,SUV,MPV,AWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,4464.0,4850.0,Optional,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,,,,"1, 3, 4, 6",,,Optional,,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,10149.0,2GNAXREV1J6188973,5.0,5.0,,,,,5.0,3476.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",158.5,21.774,1616.275,1551.096,0.17,846.963,42.601,376.48,15.355,1172.702,1051.244,0.26,679.63,227.284,10319.0,2GNAXJEV9J6299160,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",109.089,27.29,866.836,1589.065,288.463,2801.581,10147.0,3GNAXHEV1JS513746,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",376.936,3245.245,0.185,1.2,No Tip,,,4.0,,
CHEVROLET,EQUINOX,2019,SUV,MPV,FWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,4464.0,4850.0,Optional,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,,,,"1, 3, 4, 6",,,Optional,,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,10149.0,2GNAXREV1J6188973,5.0,5.0,,,,,5.0,3476.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",158.5,21.774,1616.275,1551.096,0.17,846.963,42.601,376.48,15.355,1172.702,1051.244,0.26,679.63,227.284,10319.0,2GNAXJEV9J6299160,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",109.089,27.29,866.836,1589.065,288.463,2801.581,10147.0,3GNAXHEV1JS513746,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",376.936,3245.245,0.164,1.24,No Tip,,,4.0,,
CHEVROLET,SUBURBAN 1500,2019,SUV,MPV,4WD,1,SUV,Frame-Based,7 TO 9,"1,3,4,5,6,7,8,9","2/3-Frt,2/3-2nd row, 3-3rd Row",7300.0,7500.0,Optional,"1, 3, 4, 6, 7, 8, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, (5), 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6, 7, 9",,,Optional,,,,Optional,"1,3",Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,4.0,10680.0,1GNSKGKC1KR130233,4.0,4.0,,,,,4.0,5751.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",359.41,24.072,1390.012,1836.085,0.38,1771.245,993.019,341.588,14.257,1629.384,2595.924,0.38,725.758,395.468,8750.0,1GNSCHKC4FR122393,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",27.114,23.037,482.136,1366.163,75.058,1775.072,8749.0,1GNSCHKC0FR123783,4.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",301.285,4520.542,0.204,1.17,No Tip,,,3.0,,
CHEVROLET,SUBURBAN 1500,2019,SUV,MPV,RWD,1,SUV,Frame-Based,7 TO 9,"1,3,4,5,6,7,8,9","2/3-Frt,2/3-2nd row, 3-3rd Row",7300.0,7500.0,Optional,"1, 3, 4, 6, 7, 8, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, (5), 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6, 7, 9",,,Optional,,,,Optional,"1,3",Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,4.0,10680.0,1GNSKGKC1KR130233,4.0,4.0,,,,,4.0,5751.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",359.41,24.072,1390.012,1836.085,0.38,1771.245,993.019,341.588,14.257,1629.384,2595.924,0.38,725.758,395.468,8750.0,1GNSCHKC4FR122393,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",27.114,23.037,482.136,1366.163,75.058,1775.072,8749.0,1GNSCHKC0FR123783,4.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",301.285,4520.542,0.212,1.16,No Tip,,,3.0,,
CHEVROLET,TAHOE,2019,SUV,MPV,4WD,1,SUV,Frame-Based,7 TO 9,"1,3,4,5,6,7,8,9","2/3-Frt,2/3-2nd row, 3-3rd Row",6800.0,7300.0,Optional,"1, 3, 4, 6, 7, 8, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, (5), 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6, 7, 9",,,Optional,,,,Optional,"1,3",Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,4.0,10690.0,1GNSKAKC7KR129360,4.0,4.0,,,,,4.0,5414.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",393.373,23.339,1059.041,1397.35,0.55,1677.98,1269.967,354.996,14.055,1217.533,2252.087,0.56,869.961,739.588,8642.0,1GNSCAEC9FR116060,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",22.848,17.475,473.77,950.868,106.536,927.072,8640.0,1GNSCBKCXFR111704,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",354.996,3971.668,0.219,1.15,No Tip,,,3.0,,
CHEVROLET,TAHOE,2019,SUV,MPV,RWD,1,SUV,Frame-Based,7 TO 9,"1,3,4,5,6,7,8,9","2/3-Frt,2/3-2nd row, 3-3rd Row",6800.0,7300.0,Optional,"1, 3, 4, 6, 7, 8, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, (5), 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6, 7, 9",,,Optional,,,,Optional,"1,3",Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,4.0,10690.0,1GNSKAKC7KR129360,4.0,4.0,,,,,4.0,5414.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",393.373,23.339,1059.041,1397.35,0.55,1677.98,1269.967,354.996,14.055,1217.533,2252.087,0.56,869.961,739.588,8642.0,1GNSCAEC9FR116060,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",22.848,17.475,473.77,950.868,106.536,927.072,8640.0,1GNSCBKCXFR111704,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",354.996,3971.668,0.228,1.14,No Tip,,,3.0,,
CHEVROLET,TRAVERSE,2019,SUV,MPV,AWD,1,SUV,Uni-Body,7 OR 8,"1,3,4,5,6,7,8,9","2-Frt,2/3-2nd Row, 3-3rd Row",6173.0,6173.0,Optional,"4, 6, 7, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6",,,Optional,,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,10156.0,1GNEVFKW0JJ113431,5.0,4.0,,,,,4.0,4497.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",215.714,20.873,237.143,180.133,0.16,882.657,343.538,333.354,23.517,1147.22,590.49,0.35,567.825,227.6,10160.0,1GNERFKW0JJ117614,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",68.529,21.747,716.601,908.658,133.505,3183.407,10155.0,1GNERFKW6JJ115530,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",251.347,2466.193,0.15,1.2724,No Tip,,,4.0,,
CHEVROLET,TRAVERSE,2019,SUV,MPV,FWD,1,SUV,Uni-Body,7 OR 8,"1,3,4,5,6,7,8,9","2-Frt,2/3-2nd Row, 3-3rd Row",6173.0,6173.0,Optional,"4, 6, 7, 9",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 6",,,Optional,,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,10156.0,1GNEVFKW0JJ113431,5.0,4.0,,,,,4.0,4497.0,"CURTAIN AIR BAG,FRONTAL AIR BAG",215.714,20.873,237.143,180.133,0.16,882.657,343.538,333.354,23.517,1147.22,590.49,0.35,567.825,227.6,10160.0,1GNERFKW0JJ117614,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",68.529,21.747,716.601,908.658,133.505,3183.407,10155.0,1GNERFKW6JJ115530,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONT CENTER AIR BAG",251.347,2466.193,0.169,1.2291,No Tip,,,4.0,,
CHEVROLET,TRAX,2019,SUV,MPV,AWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,4286.0,4387.0,Standard  ,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,,No,,,No,,,,,,,5.0,8212.0,KL4CJFSB1DB084538,5.0,5.0,,,,,5.0,3346.0,"FRONTAL AIR BAG,KNEE AIR BAG",122.207,21.061,1613.46,1392.719,0.26,1327.482,52.6,207.22,8.436,1108.36,1286.853,0.39,542.233,463.854,9056.0,KL4CJASB9FB033052,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.065,17.73,531.815,1724.538,100.33,2990.358,9055.0,KL4CJASB5FB041276,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",382.199,3144.957,0.179,1.21,No Tip,,,4.0,,
CHEVROLET,TRAX,2019,SUV,MPV,FWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,4286.0,4387.0,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,,No,,,No,,,,,,,5.0,8212.0,KL4CJFSB1DB084538,5.0,5.0,,,,,5.0,3346.0,"FRONTAL AIR BAG,KNEE AIR BAG",122.207,21.061,1613.46,1392.719,0.26,1327.482,52.6,207.22,8.436,1108.36,1286.853,0.39,542.233,463.854,9056.0,KL4CJASB9FB033052,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.065,17.73,531.815,1724.538,100.33,2990.358,9055.0,KL4CJASB5FB041276,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",382.199,3144.957,0.198,1.18,No Tip,,,4.0,,
DODGE,DURANGO,2019,SUV,MPV,2WD,1,SUV,Uni-Body,7,"1,3,4,5,6,7,9",,6500.0,7100.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Not Tested,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 6, 7, 9","1, 3",,Optional,,,,,,,Standard,Standard,"Passive immobilizer standard, Passive alarm optional. ",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,4.0,10778.0,1C4RDJAG0KC644662,3.0,4.0,,,,,4.0,4884.0,"FRONTAL AIR BAG,KNEE AIR BAG",73.957,37.705,1510.018,1619.309,0.34,1048.821,51.294,294.858,21.293,1348.911,142.152,0.26,692.631,382.596,10567.0,1C4RDHAG8KC550053,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",46.111,28.314,493.369,1049.911,50.096,1982.399,10568.0,1C4RDHAG1KC550055,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",193.77,3176.967,0.198,1.18,No Tip,,,4.0,,
DODGE,DURANGO,2019,SUV,MPV,4WD,1,SUV,Uni-Body,7,"1,3,4,5,6,7,9",,6500.0,7100.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Not Tested,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 6, 7, 9","1, 3",,Optional,,,,,,,Standard,Standard,"Passive immobilizer standard, Passive alarm optional. ",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,4.0,10778.0,1C4RDJAG0KC644662,3.0,4.0,,,,,4.0,4884.0,"FRONTAL AIR BAG,KNEE AIR BAG",73.957,37.705,1510.018,1619.309,0.34,1048.821,51.294,294.858,21.293,1348.911,142.152,0.26,692.631,382.596,10567.0,1C4RDHAG8KC550053,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",46.111,28.314,493.369,1049.911,50.096,1982.399,10568.0,1C4RDHAG1KC550055,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",193.77,3176.967,0.212,1.16,No Tip,,,3.0,,
DODGE,JOURNEY,2019,SUV,MPV,AWD,1,,Uni-Body,7,"1,3,4,5,6,7,9", ,5005.0,5600.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Standard,"1, 3",,"4, 5, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1,3,4,5,6, 7, 9","1, 3",, , ,,, ,,,Standard, ,"(a) Passive Immobilizer, Passive Alarm",,No,,,No,,,No,,,No,,,Standard,Torso/Pelvis,,,4.0,7471.0,3C4PDDBG0CT151996,5.0,4.0,,,,,4.0,4200.0,"FRONTAL AIR BAG,KNEE AIR BAG",157.595,23.933,2233.79,2667.804,0.27,1109.838,61.02,321.336,13.754,2807.481,1660.02,0.52,728.704,217.435,10321.0,3C4PDCAB8JT182880,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",96.871,20.032,583.292,844.592,156.016,4322.845,10359.0,3C4PDCAB9JT273804,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",249.658,3166.342,0.179,1.21,No Tip,,,4.0,,
DODGE,JOURNEY,2019,SUV,MPV,FWD,1,,Uni-Body,7,"1,3,4,5,6,7,9", ,5005.0,5600.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Standard,"1, 3",,"4, 5, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1,3,4,5,6, 7, 9","1, 3",, , ,,, ,,,Standard, ,"(a) Passive Immobilizer, Passive Alarm",,No,,,No,,,No,,,No,,,Standard,Torso/Pelvis,,,4.0,7471.0,3C4PDDBG0CT151996,5.0,4.0,,,,,4.0,4200.0,"FRONTAL AIR BAG,KNEE AIR BAG",157.595,23.933,2233.79,2667.804,0.27,1109.838,61.02,321.336,13.754,2807.481,1660.02,0.52,728.704,217.435,10321.0,3C4PDCAB8JT182880,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",96.871,20.032,583.292,844.592,156.016,4322.845,10359.0,3C4PDCAB9JT273804,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",249.658,3166.342,0.185,1.2,No Tip,,,4.0,,
FORD,ECOSPORT,2019,SUV,PC,AWD,1,SUV,uni-body,5,"1, 3, 4, 5, 6",,3979.0,4255.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,,,Optional,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,,No,,,No,,,No,,,,,,,4.0,10342.0,MAJ6P1SL6JC168606,4.0,4.0,,,,,4.0,3322.0,"FRONTAL AIR BAG,KNEE AIR BAG",250.069,27.118,2200.346,1963.333,0.36,1794.839,268.696,325.174,13.251,1463.913,1050.119,0.38,889.683,335.61,10351.0,MAJ3P1RE7JC175171,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",70.815,21.602,421.959,1499.905,194.621,3048.976,10352.0,MAJ3P1RE7JC184114,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",214.944,2442.083,0.191,1.19,No Tip,,,4.0,,
FORD,ECOSPORT,2019,SUV,PC,FWD,1,SUV,uni-body,5,"1, 3, 4, 5, 6",,3979.0,4255.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,,,Optional,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,,No,,,No,,,No,,,,,,,4.0,10342.0,MAJ6P1SL6JC168606,4.0,4.0,,,,,4.0,3322.0,"FRONTAL AIR BAG,KNEE AIR BAG",250.069,27.118,2200.346,1963.333,0.36,1794.839,268.696,325.174,13.251,1463.913,1050.119,0.38,889.683,335.61,10351.0,MAJ3P1RE7JC175171,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",70.815,21.602,421.959,1499.905,194.621,3048.976,10352.0,MAJ3P1RE7JC184114,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",214.944,2442.083,0.204,1.17,No Tip,,,3.0,,
FORD,EDGE,2019,SUV,MPV,AWD,1,SUV,uni-body,5,"1, 3, 4, 5, 6",,5320.0,5720.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,,,,,,5.0,10652.0,2FMPK4G92KBB14065,5.0,5.0,,,,,5.0,4134.0,"FRONTAL AIR BAG,KNEE AIR BAG",212.339,23.348,734.707,2650.634,0.22,1020.076,92.738,281.904,10.975,646.735,893.664,0.35,877.291,195.192,10653.0,2FMPK3G93KBB14053,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",83.75,27.732,844.659,853.9,103.42,2823.474,10649.0,2FMPK3G99KBB30953,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.908,1892.551,0.155,1.26,No Tip,,,4.0,,
FORD,EDGE,2019,SUV,MPV,FWD,1,SUV,uni-body,5,"1, 3, 4, 5, 6",,5320.0,5720.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,,,,,,5.0,10652.0,2FMPK4G92KBB14065,5.0,5.0,,,,,5.0,4134.0,"FRONTAL AIR BAG,KNEE AIR BAG",212.339,23.348,734.707,2650.634,0.22,1020.076,92.738,281.904,10.975,646.735,893.664,0.35,877.291,195.192,10653.0,2FMPK3G93KBB14053,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",83.75,27.732,844.659,853.9,103.42,2823.474,10649.0,2FMPK3G99KBB30953,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.908,1892.551,0.155,1.26,No Tip,,,4.0,,
FORD,ESCAPE,2019,SUV,MPV,AWD,1,SUV,uni-body,5,"1, 3, 4, 5, 6",,4620.0,4840.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 6",,,Optional,,,,,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,,No,,Optional,No,,,,,,,5.0,9762.0,1FMCU9GD9HUA11237,5.0,4.0,,,,,5.0,3652.0,"FRONTAL AIR BAG,KNEE AIR BAG",198.073,17.836,883.493,1831.677,0.28,1083.79,112.363,289.588,12.708,1878.644,1073.412,0.4,968.226,376.852,7936.0,1FMCU0F77DUA20309,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",110.027,9.909,428.868,1559.554,290.132,2887.981,7935.0,1FMCU0F73DUA20310,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",356.509,3144.494,0.185,1.2,No Tip,,,4.0,,
